,country,year,sex,age,suicides_no,population,suiciderate,yearlygdp,gdp
20784,Romania,2004,male,75+ years,127,436622,29.09,76216441462,3698
20785,Romania,2004,male,25-34 years,311,1778966,17.48,76216441462,3698
20786,Romania,2004,male,15-24 years,166,1719930,9.65,76216441462,3698
20787,Romania,2004,female,75+ years,55,715640,7.69,76216441462,3698
20788,Romania,2004,female,55-74 years,174,2298125,7.57,76216441462,3698
20789,Romania,2004,female,35-54 years,130,3030172,4.29,76216441462,3698
20790,Romania,2004,female,25-34 years,49,1706579,2.87,76216441462,3698
20791,Romania,2004,male,5-14 years,27,1247536,2.16,76216441462,3698
20792,Romania,2004,female,15-24 years,33,1644876,2.01,76216441462,3698
20793,Romania,2004,female,5-14 years,3,1190092,0.25,76216441462,3698
20794,Romania,2005,male,55-74 years,597,1891105,31.57,99697566668,4847
20795,Romania,2005,male,35-54 years,943,2989109,31.55,99697566668,4847
20796,Romania,2005,male,75+ years,135,453633,29.76,99697566668,4847
20797,Romania,2005,male,25-34 years,289,1771497,16.31,99697566668,4847
20798,Romania,2005,female,75+ years,71,740695,9.59,99697566668,4847
20799,Romania,2005,male,15-24 years,153,1708513,8.96,99697566668,4847
20800,Romania,2005,female,55-74 years,187,2321086,8.06,99697566668,4847
20801,Romania,2005,female,35-54 years,146,3045324,4.79,99697566668,4847
20802,Romania,2005,female,25-34 years,34,1693275,2.01,99697566668,4847
20803,Romania,2005,female,15-24 years,28,1636907,1.71,99697566668,4847
20804,Romania,2005,male,5-14 years,16,1187823,1.35,99697566668,4847
20805,Romania,2005,female,5-14 years,4,1130993,0.35,99697566668,4847
20806,Romania,2006,male,55-74 years,643,1905129,33.75,123533036668,6018
20807,Romania,2006,male,35-54 years,996,3001835,33.18,123533036668,6018
20808,Romania,2006,male,75+ years,136,468341,29.04,123533036668,6018
20809,Romania,2006,male,25-34 years,296,1774300,16.68,123533036668,6018
20810,Romania,2006,male,15-24 years,151,1661481,9.09,123533036668,6018
20811,Romania,2006,female,75+ years,63,764708,8.24,123533036668,6018
20812,Romania,2006,female,55-74 years,188,2337396,8.04,123533036668,6018
20813,Romania,2006,female,35-54 years,160,3052218,5.24,123533036668,6018
20814,Romania,2006,female,25-34 years,36,1693804,2.13,123533036668,6018
20815,Romania,2006,female,15-24 years,33,1591081,2.07,123533036668,6018
20816,Romania,2006,male,5-14 years,18,1165992,1.54,123533036668,6018
20817,Romania,2006,female,5-14 years,1,1110276,0.09,123533036668,6018
20818,Romania,2007,male,55-74 years,596,1916195,31.1,175933642292,8593
20819,Romania,2007,male,75+ years,138,485821,28.41,175933642292,8593
20820,Romania,2007,male,35-54 years,851,3011852,28.26,175933642292,8593
20821,Romania,2007,male,25-34 years,250,1769266,14.13,175933642292,8593
20822,Romania,2007,female,75+ years,67,791656,8.46,175933642292,8593
20823,Romania,2007,male,15-24 years,136,1626508,8.36,175933642292,8593
20824,Romania,2007,female,55-74 years,144,2350957,6.13,175933642292,8593
20825,Romania,2007,female,35-54 years,159,3054484,5.21,175933642292,8593
20826,Romania,2007,female,25-34 years,45,1686938,2.67,175933642292,8593
20827,Romania,2007,female,15-24 years,24,1555447,1.54,175933642292,8593
20828,Romania,2007,male,5-14 years,13,1141212,1.14,175933642292,8593
20829,Romania,2007,female,5-14 years,7,1084690,0.65,175933642292,8593
20830,Romania,2008,male,55-74 years,604,1933448,31.24,213605065703,10454
20831,Romania,2008,male,75+ years,156,500584,31.16,213605065703,10454
20832,Romania,2008,male,35-54 years,840,3015279,27.86,213605065703,10454
20833,Romania,2008,male,25-34 years,235,1758439,13.36,213605065703,10454
20834,Romania,2008,male,15-24 years,174,1594080,10.92,213605065703,10454
20835,Romania,2008,female,75+ years,63,815912,7.72,213605065703,10454
20836,Romania,2008,female,55-74 years,175,2371605,7.38,213605065703,10454
20837,Romania,2008,female,35-54 years,133,3048866,4.36,213605065703,10454
20838,Romania,2008,female,25-34 years,38,1674401,2.27,213605065703,10454
20839,Romania,2008,female,15-24 years,30,1526352,1.97,213605065703,10454
20840,Romania,2008,male,5-14 years,17,1125707,1.51,213605065703,10454
20841,Romania,2008,female,5-14 years,7,1069130,0.65,213605065703,10454
20842,Romania,2009,male,55-74 years,646,1946544,33.19,172611845342,8465
20843,Romania,2009,male,75+ years,159,512470,31.03,172611845342,8465
20844,Romania,2009,male,35-54 years,940,3031317,31.01,172611845342,8465
20845,Romania,2009,male,25-34 years,275,1744278,15.77,172611845342,8465
20846,Romania,2009,male,15-24 years,163,1556450,10.47,172611845342,8465
20847,Romania,2009,female,75+ years,53,838699,6.32,172611845342,8465
20848,Romania,2009,female,55-74 years,124,2388417,5.19,172611845342,8465
20849,Romania,2009,female,35-54 years,131,3055180,4.29,172611845342,8465
20850,Romania,2009,female,15-24 years,39,1491923,2.61,172611845342,8465
20851,Romania,2009,female,25-34 years,32,1658906,1.93,172611845342,8465
20852,Romania,2009,male,5-14 years,14,1111827,1.26,172611845342,8465
20853,Romania,2009,female,5-14 years,10,1054871,0.95,172611845342,8465
20854,Romania,2010,male,55-74 years,704,1977886,35.59,166658327827,8190
20855,Romania,2010,male,35-54 years,995,3038553,32.75,166658327827,8190
20856,Romania,2010,male,75+ years,154,523244,29.43,166658327827,8190
20857,Romania,2010,male,25-34 years,263,1734890,15.16,166658327827,8190
20858,Romania,2010,male,15-24 years,177,1495092,11.84,166658327827,8190
20859,Romania,2010,female,55-74 years,177,2425485,7.3,166658327827,8190
20860,Romania,2010,female,75+ years,59,861006,6.85,166658327827,8190
20861,Romania,2010,female,35-54 years,147,3050480,4.82,166658327827,8190
20862,Romania,2010,female,15-24 years,38,1433832,2.65,166658327827,8190
20863,Romania,2010,female,25-34 years,36,1649535,2.18,166658327827,8190
20864,Romania,2010,male,5-14 years,11,1107850,0.99,166658327827,8190
20865,Romania,2010,female,5-14 years,5,1050796,0.48,166658327827,8190
20866,Romania,2011,male,55-74 years,668,2000334,33.39,184367381749,9086
20867,Romania,2011,male,35-54 years,896,3050462,29.37,184367381749,9086
20868,Romania,2011,male,75+ years,143,534670,26.75,184367381749,9086
20869,Romania,2011,male,25-34 years,233,1719127,13.55,184367381749,9086
20870,Romania,2011,male,15-24 years,186,1438023,12.93,184367381749,9086
20871,Romania,2011,female,75+ years,62,884450,7.01,184367381749,9086
20872,Romania,2011,female,55-74 years,152,2450665,6.2,184367381749,9086
20873,Romania,2011,female,35-54 years,117,3048485,3.84,184367381749,9086
20874,Romania,2011,female,15-24 years,30,1379354,2.17,184367381749,9086
20875,Romania,2011,female,25-34 years,30,1635487,1.83,184367381749,9086
20876,Romania,2011,male,5-14 years,16,1104004,1.45,184367381749,9086
20877,Romania,2011,female,5-14 years,3,1046640,0.29,184367381749,9086
20878,Romania,2012,male,55-74 years,667,2037178,32.74,171664638717,9015
20879,Romania,2012,male,35-54 years,903,2880956,31.34,171664638717,9015
20880,Romania,2012,male,75+ years,152,549396,27.67,171664638717,9015
20881,Romania,2012,male,25-34 years,253,1438391,17.59,171664638717,9015
20882,Romania,2012,male,15-24 years,156,1240383,12.58,171664638717,9015
20883,Romania,2012,female,55-74 years,135,2465486,5.48,171664638717,9015
20884,Romania,2012,female,75+ years,42,927366,4.53,171664638717,9015
20885,Romania,2012,female,35-54 years,112,2816257,3.98,171664638717,9015
20886,Romania,2012,female,25-34 years,32,1373925,2.33,171664638717,9015
20887,Romania,2012,female,15-24 years,27,1168598,2.31,171664638717,9015
20888,Romania,2012,male,5-14 years,11,1100497,1.0,171664638717,9015
20889,Romania,2012,female,5-14 years,5,1043161,0.48,171664638717,9015
20890,Romania,2013,male,55-74 years,676,2052427,32.94,191549024911,10080
20891,Romania,2013,male,35-54 years,830,2902422,28.6,191549024911,10080
20892,Romania,2013,male,75+ years,158,561583,28.13,191549024911,10080
20893,Romania,2013,male,25-34 years,237,1438227,16.48,191549024911,10080
20894,Romania,2013,male,15-24 years,134,1198610,11.18,191549024911,10080
20895,Romania,2013,female,75+ years,53,952420,5.56,191549024911,10080
20896,Romania,2013,female,55-74 years,135,2471792,5.46,191549024911,10080
20897,Romania,2013,female,35-54 years,119,2811283,4.23,191549024911,10080
20898,Romania,2013,female,25-34 years,29,1355015,2.14,191549024911,10080
20899,Romania,2013,female,15-24 years,22,1124343,1.96,191549024911,10080
20900,Romania,2013,male,5-14 years,8,1096591,0.73,191549024911,10080
20901,Romania,2013,female,5-14 years,6,1038632,0.58,191549024911,10080
20902,Romania,2014,male,55-74 years,644,2061013,31.25,199493490983,10526
20903,Romania,2014,male,75+ years,172,572374,30.05,199493490983,10526
20904,Romania,2014,male,35-54 years,705,2917749,24.16,199493490983,10526
20905,Romania,2014,male,25-34 years,230,1430960,16.07,199493490983,10526
20906,Romania,2014,male,15-24 years,125,1158355,10.79,199493490983,10526
20907,Romania,2014,female,75+ years,58,976072,5.94,199493490983,10526
20908,Romania,2014,female,55-74 years,138,2470673,5.59,199493490983,10526
20909,Romania,2014,female,35-54 years,91,2812215,3.24,199493490983,10526
20910,Romania,2014,female,25-34 years,18,1335635,1.35,199493490983,10526
20911,Romania,2014,female,15-24 years,14,1087344,1.29,199493490983,10526
20912,Romania,2014,male,5-14 years,11,1094389,1.01,199493490983,10526
20913,Romania,2014,female,5-14 years,3,1035456,0.29,199493490983,10526
20914,Romania,2015,male,75+ years,189,578683,32.66,177911101680,9431
20915,Romania,2015,male,55-74 years,631,2065830,30.54,177911101680,9431
20916,Romania,2015,male,35-54 years,734,2931496,25.04,177911101680,9431
20917,Romania,2015,male,25-34 years,198,1398510,14.16,177911101680,9431
20918,Romania,2015,male,15-24 years,123,1126484,10.92,177911101680,9431
20919,Romania,2015,female,75+ years,66,991307,6.66,177911101680,9431
20920,Romania,2015,female,55-74 years,129,2467460,5.23,177911101680,9431
20921,Romania,2015,female,35-54 years,104,2818504,3.69,177911101680,9431
20922,Romania,2015,female,25-34 years,24,1307443,1.84,177911101680,9431
20923,Romania,2015,female,15-24 years,15,1060311,1.41,177911101680,9431
20924,Romania,2015,male,5-14 years,11,1088177,1.01,177911101680,9431
20925,Romania,2015,female,5-14 years,4,1029722,0.39,177911101680,9431
20936,Russia,1989,male,75+ years,1393,1349100,103.25,506500173960,3740
20937,Russia,1989,male,35-54 years,12030,18058500,66.62,506500173960,3740
20938,Russia,1989,male,55-74 years,6250,9383700,66.6,506500173960,3740
20939,Russia,1989,male,25-34 years,6856,12748800,53.78,506500173960,3740
20940,Russia,1989,female,75+ years,1677,4738100,35.39,506500173960,3740
20941,Russia,1989,male,15-24 years,2581,10073900,25.62,506500173960,3740
20942,Russia,1989,female,55-74 years,3042,15522500,19.6,506500173960,3740
20943,Russia,1989,female,35-54 years,2326,19316700,12.04,506500173960,3740
20944,Russia,1989,female,25-34 years,827,12470000,6.63,506500173960,3740
20945,Russia,1989,female,15-24 years,628,9650700,6.51,506500173960,3740
20946,Russia,1989,male,5-14 years,263,11233200,2.34,506500173960,3740
20947,Russia,1989,female,5-14 years,48,10898600,0.44,506500173960,3740
20948,Russia,1990,male,75+ years,1366,1382500,98.81,516814274022,3789
20949,Russia,1990,male,35-54 years,12517,18495100,67.68,516814274022,3789
20950,Russia,1990,male,55-74 years,6401,9577500,66.83,516814274022,3789
20951,Russia,1990,male,25-34 years,6868,12477900,55.04,516814274022,3789
20952,Russia,1990,female,75+ years,1608,4847400,33.17,516814274022,3789
20953,Russia,1990,male,15-24 years,2874,10059700,28.57,516814274022,3789
20954,Russia,1990,female,55-74 years,3064,15534000,19.72,516814274022,3789
20955,Russia,1990,female,35-54 years,2467,19730400,12.5,516814274022,3789
20956,Russia,1990,female,25-34 years,910,12197600,7.46,516814274022,3789
20957,Russia,1990,female,15-24 years,641,9649700,6.64,516814274022,3789
20958,Russia,1990,male,5-14 years,260,11397000,2.28,516814274022,3789
20959,Russia,1990,female,5-14 years,52,11049400,0.47,516814274022,3789
20960,Russia,1991,male,75+ years,1326,1371000,96.72,517962962963,3773
20961,Russia,1991,male,35-54 years,12746,18782900,67.86,517962962963,3773
20962,Russia,1991,male,55-74 years,6566,9894400,66.36,517962962963,3773
20963,Russia,1991,male,25-34 years,6901,12157500,56.76,517962962963,3773
20964,Russia,1991,female,75+ years,1510,4831000,31.26,517962962963,3773
20965,Russia,1991,male,15-24 years,2984,10112700,29.51,517962962963,3773
20966,Russia,1991,female,55-74 years,2926,15781500,18.54,517962962963,3773
20967,Russia,1991,female,35-54 years,2429,19987200,12.15,517962962963,3773
20968,Russia,1991,female,25-34 years,888,11901200,7.46,517962962963,3773
20969,Russia,1991,female,15-24 years,642,9697300,6.62,517962962963,3773
20970,Russia,1991,male,5-14 years,298,11561800,2.58,517962962963,3773
20971,Russia,1991,female,5-14 years,65,11204500,0.58,517962962963,3773
20972,Russia,1992,male,75+ years,1233,1340500,91.98,460290556901,3333
20973,Russia,1992,male,35-54 years,15824,18933500,83.58,460290556901,3333
20974,Russia,1992,male,55-74 years,8014,10319200,77.66,460290556901,3333
20975,Russia,1992,male,25-34 years,7958,11773600,67.59,460290556901,3333
20976,Russia,1992,male,15-24 years,3447,10235100,33.68,460290556901,3333
20977,Russia,1992,female,75+ years,1458,4741300,30.75,460290556901,3333
20978,Russia,1992,female,55-74 years,3133,16206600,19.33,460290556901,3333
20979,Russia,1992,female,35-54 years,2768,20093200,13.78,460290556901,3333
20980,Russia,1992,female,25-34 years,990,11561000,8.56,460290556901,3333
20981,Russia,1992,female,15-24 years,704,9791500,7.19,460290556901,3333
20982,Russia,1992,male,5-14 years,318,11747200,2.71,460290556901,3333
20983,Russia,1992,female,5-14 years,76,11376200,0.67,460290556901,3333
20984,Russia,1993,male,35-54 years,20256,18908000,107.13,435083713851,3160
20985,Russia,1993,male,75+ years,1364,1302200,104.75,435083713851,3160
20986,Russia,1993,male,55-74 years,10118,10681300,94.73,435083713851,3160
20987,Russia,1993,male,25-34 years,9328,11260400,82.84,435083713851,3160
20988,Russia,1993,male,15-24 years,4347,10306400,42.18,435083713851,3160
20989,Russia,1993,female,75+ years,1468,4615000,31.81,435083713851,3160
20990,Russia,1993,female,55-74 years,3433,16579000,20.71,435083713851,3160
20991,Russia,1993,female,35-54 years,3163,20012400,15.81,435083713851,3160
20992,Russia,1993,female,25-34 years,1154,11063800,10.43,435083713851,3160
20993,Russia,1993,female,15-24 years,785,9824100,7.99,435083713851,3160
20994,Russia,1993,male,5-14 years,337,11763700,2.86,435083713851,3160
20995,Russia,1993,female,5-14 years,93,11376500,0.82,435083713851,3160
20996,Russia,1994,male,35-54 years,22338,19044200,117.3,395077301248,2853
20997,Russia,1994,male,75+ years,1412,1281400,110.19,395077301248,2853
20998,Russia,1994,male,55-74 years,11431,11006300,103.86,395077301248,2853
20999,Russia,1994,male,25-34 years,10310,10947200,94.18,395077301248,2853
21000,Russia,1994,male,15-24 years,5177,10518500,49.22,395077301248,2853
21001,Russia,1994,female,75+ years,1454,4526500,32.12,395077301248,2853
21002,Russia,1994,female,55-74 years,3489,16977700,20.55,395077301248,2853
21003,Russia,1994,female,35-54 years,3257,20124300,16.18,395077301248,2853
21004,Russia,1994,female,25-34 years,1198,10708700,11.19,395077301248,2853
21005,Russia,1994,female,15-24 years,915,10036800,9.12,395077301248,2853
21006,Russia,1994,male,5-14 years,364,11857400,3.07,395077301248,2853
21007,Russia,1994,female,5-14 years,75,11447200,0.66,395077301248,2853
21008,Russia,1995,male,35-54 years,21706,19249600,112.76,395531066563,2844
21009,Russia,1995,male,55-74 years,11152,11227000,99.33,395531066563,2844
21010,Russia,1995,male,75+ years,1182,1258900,93.89,395531066563,2844
21011,Russia,1995,male,25-34 years,9787,10700700,91.46,395531066563,2844
21012,Russia,1995,male,15-24 years,5733,10678300,53.69,395531066563,2844
21013,Russia,1995,female,75+ years,1546,4436700,34.85,395531066563,2844
21014,Russia,1995,female,55-74 years,3499,17293700,20.23,395531066563,2844
21015,Russia,1995,female,35-54 years,3328,20339300,16.36,395531066563,2844
21016,Russia,1995,female,25-34 years,1179,10375900,11.36,395531066563,2844
21017,Russia,1995,female,15-24 years,1003,10253200,9.78,395531066563,2844
21018,Russia,1995,male,5-14 years,355,11854400,2.99,395531066563,2844
21019,Russia,1995,female,5-14 years,78,11419400,0.68,395531066563,2844
21020,Russia,1996,male,35-54 years,20562,19507100,105.41,391719993757,2813
21021,Russia,1996,male,75+ years,1192,1242800,95.91,391719993757,2813
21022,Russia,1996,male,55-74 years,10754,11361400,94.65,391719993757,2813
21023,Russia,1996,male,25-34 years,9214,10443600,88.23,391719993757,2813
21024,Russia,1996,male,15-24 years,5784,10772000,53.69,391719993757,2813
21025,Russia,1996,female,75+ years,1418,4369100,32.46,391719993757,2813
21026,Russia,1996,female,55-74 years,3205,17502200,18.31,391719993757,2813
21027,Russia,1996,female,35-54 years,2953,20618800,14.32,391719993757,2813
21028,Russia,1996,female,25-34 years,1127,10062400,11.2,391719993757,2813
21029,Russia,1996,female,15-24 years,904,10409100,8.68,391719993757,2813
21030,Russia,1996,male,5-14 years,320,11716700,2.73,391719993757,2813
21031,Russia,1996,female,5-14 years,78,11267400,0.69,391719993757,2813
21032,Russia,1997,male,75+ years,1205,1241100,97.09,404926534140,2907
21033,Russia,1997,male,35-54 years,18973,19913400,95.28,404926534140,2907
21034,Russia,1997,male,55-74 years,10726,11327500,94.69,404926534140,2907
21035,Russia,1997,male,25-34 years,8222,10242100,80.28,404926534140,2907
21036,Russia,1997,male,15-24 years,5780,10874000,53.15,404926534140,2907
21037,Russia,1997,female,75+ years,1424,4360900,32.65,404926534140,2907
21038,Russia,1997,female,55-74 years,3180,17453600,18.22,404926534140,2907
21039,Russia,1997,female,35-54 years,2819,21047500,13.39,404926534140,2907
21040,Russia,1997,female,25-34 years,1050,9833800,10.68,404926534140,2907
21041,Russia,1997,female,15-24 years,945,10556600,8.95,404926534140,2907
21042,Russia,1997,male,5-14 years,346,11444500,3.02,404926534140,2907
21043,Russia,1997,female,5-14 years,76,10988200,0.69,404926534140,2907
21044,Russia,1998,male,35-54 years,18058,20487900,88.14,270953116950,1948
21045,Russia,1998,male,75+ years,1110,1261400,88.0,270953116950,1948
21046,Russia,1998,male,55-74 years,9683,11058100,87.56,270953116950,1948
21047,Russia,1998,male,25-34 years,7634,10104200,75.55,270953116950,1948
21048,Russia,1998,male,15-24 years,5729,11040600,51.89,270953116950,1948
21049,Russia,1998,female,75+ years,1431,4434700,32.27,270953116950,1948
21050,Russia,1998,female,55-74 years,2917,17046200,17.11,270953116950,1948
21051,Russia,1998,female,35-54 years,2715,21695000,12.51,270953116950,1948
21052,Russia,1998,female,25-34 years,902,9685600,9.31,270953116950,1948
21053,Russia,1998,female,15-24 years,927,10752700,8.62,270953116950,1948
21054,Russia,1998,male,5-14 years,333,11006800,3.03,270953116950,1948
21055,Russia,1998,female,5-14 years,79,10548900,0.75,270953116950,1948
21056,Russia,1999,male,55-74 years,10609,10669100,99.44,195905767669,1412
21057,Russia,1999,male,35-54 years,20705,21016400,98.52,195905767669,1412
21058,Russia,1999,male,75+ years,1128,1310400,86.08,195905767669,1412
21059,Russia,1999,male,25-34 years,8101,10022400,80.83,195905767669,1412
21060,Russia,1999,male,15-24 years,6120,11232900,54.48,195905767669,1412
21061,Russia,1999,female,75+ years,1490,4569600,32.61,195905767669,1412
21062,Russia,1999,female,55-74 years,3072,16457600,18.67,195905767669,1412
21063,Russia,1999,female,35-54 years,3128,22337800,14.0,195905767669,1412
21064,Russia,1999,female,25-34 years,1041,9616300,10.83,195905767669,1412
21065,Russia,1999,female,15-24 years,1080,10957600,9.86,195905767669,1412
21066,Russia,1999,male,5-14 years,402,10490300,3.83,195905767669,1412
21067,Russia,1999,female,5-14 years,98,10037400,0.98,195905767669,1412
21068,Russia,2000,male,35-54 years,21063,21378098,98.53,259708496267,1879
21069,Russia,2000,male,55-74 years,9656,10282841,93.9,259708496267,1879
21070,Russia,2000,male,25-34 years,8654,10025181,86.32,259708496267,1879
21071,Russia,2000,male,75+ years,1165,1380292,84.4,259708496267,1879
21072,Russia,2000,male,15-24 years,6578,11393600,57.73,259708496267,1879
21073,Russia,2000,female,75+ years,1382,4729070,29.22,259708496267,1879
21074,Russia,2000,female,55-74 years,2646,15887955,16.65,259708496267,1879
21075,Russia,2000,female,35-54 years,2926,22830770,12.82,259708496267,1879
21076,Russia,2000,female,25-34 years,1027,9648389,10.64,259708496267,1879
21077,Russia,2000,female,15-24 years,1015,11120027,9.13,259708496267,1879
21078,Russia,2000,male,5-14 years,404,9986252,4.05,259708496267,1879
21079,Russia,2000,female,5-14 years,103,9543220,1.08,259708496267,1879
21080,Russia,2001,male,35-54 years,21262,21476420,99.0,306602673980,2229
21081,Russia,2001,male,55-74 years,9234,10030533,92.06,306602673980,2229
21082,Russia,2001,male,25-34 years,8886,10078045,88.17,306602673980,2229
21083,Russia,2001,male,75+ years,1236,1485110,83.23,306602673980,2229
21084,Russia,2001,male,15-24 years,6945,11547645,60.14,306602673980,2229
21085,Russia,2001,female,75+ years,1349,4919708,27.42,306602673980,2229
21086,Russia,2001,female,55-74 years,2471,15506563,15.94,306602673980,2229
21087,Russia,2001,female,35-54 years,2920,23046634,12.67,306602673980,2229
21088,Russia,2001,female,25-34 years,1087,9733290,11.17,306602673980,2229
21089,Russia,2001,female,15-24 years,1065,11270161,9.45,306602673980,2229
21090,Russia,2001,male,5-14 years,389,9428879,4.13,306602673980,2229
21091,Russia,2001,female,5-14 years,114,8998521,1.27,306602673980,2229
21092,Russia,2002,male,35-54 years,20119,21320535,94.36,345110438692,2527
21093,Russia,2002,male,55-74 years,8850,9892090,89.47,345110438692,2527
21094,Russia,2002,male,25-34 years,8696,10156286,85.62,345110438692,2527
21095,Russia,2002,male,75+ years,1297,1622258,79.95,345110438692,2527
21096,Russia,2002,male,15-24 years,6667,11714752,56.91,345110438692,2527
21097,Russia,2002,female,75+ years,1452,5126645,28.32,345110438692,2527
21098,Russia,2002,female,55-74 years,2472,15292297,16.17,345110438692,2527
21099,Russia,2002,female,35-54 years,2910,22995821,12.65,345110438692,2527
21100,Russia,2002,female,25-34 years,1086,9838656,11.04,345110438692,2527
21101,Russia,2002,female,15-24 years,1054,11425220,9.23,345110438692,2527
21102,Russia,2002,male,5-14 years,338,8810074,3.84,345110438692,2527
21103,Russia,2002,female,5-14 years,83,8396266,0.99,345110438692,2527
21104,Russia,2003,male,75+ years,1497,1648684,90.8,430347770732,3141
21105,Russia,2003,male,35-54 years,18681,21007346,88.93,430347770732,3141
21106,Russia,2003,male,55-74 years,8314,9920853,83.8,430347770732,3141
21107,Russia,2003,male,25-34 years,8085,10260634,78.8,430347770732,3141
21108,Russia,2003,male,15-24 years,6134,12256012,50.05,430347770732,3141
21109,Russia,2003,female,75+ years,1420,5170321,27.46,430347770732,3141
21110,Russia,2003,female,55-74 years,2214,15243314,14.52,430347770732,3141
21111,Russia,2003,female,35-54 years,2718,23024470,11.8,430347770732,3141
21112,Russia,2003,female,25-34 years,1050,10257511,10.24,430347770732,3141
21113,Russia,2003,female,15-24 years,969,11942216,8.11,430347770732,3141
21114,Russia,2003,male,5-14 years,284,8328381,3.41,430347770732,3141
21115,Russia,2003,female,5-14 years,79,7960126,0.99,430347770732,3141
21116,Russia,2004,male,75+ years,1580,1776778,88.93,591016690743,4312
21117,Russia,2004,male,35-54 years,17465,20843896,83.79,591016690743,4312
21118,Russia,2004,male,55-74 years,7715,9924764,77.73,591016690743,4312
21119,Russia,2004,male,25-34 years,7955,10461766,76.04,591016690743,4312
21120,Russia,2004,male,15-24 years,5891,12425537,47.41,591016690743,4312
21121,Russia,2004,female,75+ years,1398,5370057,26.03,591016690743,4312
21122,Russia,2004,female,55-74 years,2029,15236313,13.32,591016690743,4312
21123,Russia,2004,female,35-54 years,2668,22956701,11.62,591016690743,4312
21124,Russia,2004,female,25-34 years,1042,10494419,9.93,591016690743,4312
21125,Russia,2004,female,15-24 years,992,12088752,8.21,591016690743,4312
21126,Russia,2004,male,5-14 years,288,7919935,3.64,591016690743,4312
21127,Russia,2004,female,5-14 years,73,7572781,0.96,591016690743,4312
21128,Russia,2005,male,75+ years,1599,1885942,84.79,764017107992,5611
21129,Russia,2005,male,35-54 years,15843,20550405,77.09,764017107992,5611
21130,Russia,2005,male,25-34 years,7796,10578048,73.7,764017107992,5611
21131,Russia,2005,male,55-74 years,7144,9977150,71.6,764017107992,5611
21132,Russia,2005,male,15-24 years,5750,12357989,46.53,764017107992,5611
21133,Russia,2005,female,75+ years,1304,5535287,23.56,764017107992,5611
21134,Russia,2005,female,55-74 years,1884,15297324,12.32,764017107992,5611
21135,Russia,2005,female,35-54 years,2311,22722081,10.17,764017107992,5611
21136,Russia,2005,female,25-34 years,992,10640505,9.32,764017107992,5611
21137,Russia,2005,female,15-24 years,904,12011488,7.53,764017107992,5611
21138,Russia,2005,male,5-14 years,206,7467908,2.76,764017107992,5611
21139,Russia,2005,female,5-14 years,69,7138064,0.97,764017107992,5611
21140,Russia,2006,male,75+ years,1701,1966649,86.49,989930542279,7313
21141,Russia,2006,male,25-34 years,7584,10691395,70.94,989930542279,7313
21142,Russia,2006,male,35-54 years,14020,20336306,68.94,989930542279,7313
21143,Russia,2006,male,55-74 years,6562,10054153,65.27,989930542279,7313
21144,Russia,2006,male,15-24 years,5319,12174930,43.69,989930542279,7313
21145,Russia,2006,female,75+ years,1401,5646287,24.81,989930542279,7313
21146,Russia,2006,female,55-74 years,1719,15405634,11.16,989930542279,7313
21147,Russia,2006,female,35-54 years,2189,22545749,9.71,989930542279,7313
21148,Russia,2006,female,25-34 years,974,10784340,9.03,989930542279,7313
21149,Russia,2006,female,15-24 years,869,11819245,7.35,989930542279,7313
21150,Russia,2006,male,5-14 years,201,7123987,2.82,989930542279,7313
21151,Russia,2006,female,5-14 years,75,6808787,1.1,989930542279,7313
21152,Russia,2007,male,75+ years,1660,2015773,82.35,1299705247686,9643
21153,Russia,2007,male,25-34 years,7483,10843276,69.01,1299705247686,9643
21154,Russia,2007,male,35-54 years,13065,20173873,64.76,1299705247686,9643
21155,Russia,2007,male,55-74 years,6151,10209479,60.25,1299705247686,9643
21156,Russia,2007,male,15-24 years,5257,11862129,44.32,1299705247686,9643
21157,Russia,2007,female,75+ years,1358,5710937,23.78,1299705247686,9643
21158,Russia,2007,female,55-74 years,1738,15620091,11.13,1299705247686,9643
21159,Russia,2007,female,35-54 years,2176,22379725,9.72,1299705247686,9643
21160,Russia,2007,female,25-34 years,1051,10944247,9.6,1299705247686,9643
21161,Russia,2007,female,15-24 years,949,11502702,8.25,1299705247686,9643
21162,Russia,2007,male,5-14 years,192,6911384,2.78,1299705247686,9643
21163,Russia,2007,female,5-14 years,69,6605348,1.04,1299705247686,9643
21164,Russia,2008,male,75+ years,1712,2029226,84.37,1660844408500,12359
21165,Russia,2008,male,25-34 years,6860,11091377,61.85,1660844408500,12359
21166,Russia,2008,male,35-54 years,11848,20041975,59.12,1660844408500,12359
21167,Russia,2008,male,55-74 years,5855,10403205,56.28,1660844408500,12359
21168,Russia,2008,male,15-24 years,4863,11377099,42.74,1660844408500,12359
21169,Russia,2008,female,75+ years,1285,5714841,22.49,1660844408500,12359
21170,Russia,2008,female,55-74 years,1613,15906813,10.14,1660844408500,12359
21171,Russia,2008,female,35-54 years,2040,22229346,9.18,1660844408500,12359
21172,Russia,2008,female,25-34 years,981,11179123,8.78,1660844408500,12359
21173,Russia,2008,female,15-24 years,916,11025088,8.31,1660844408500,12359
21174,Russia,2008,male,5-14 years,148,6848169,2.16,1660844408500,12359
21175,Russia,2008,female,5-14 years,90,6539687,1.38,1660844408500,12359
21176,Russia,2009,male,75+ years,1534,2012787,76.21,1222643696992,9118
21177,Russia,2009,male,25-34 years,7233,11373727,63.59,1222643696992,9118
